,Price,Address,Latitude,Longitude,Venues,Sqft
6704,"902,000","5 Thornly Cres, Toronto ",43.6609917,-79.5456576,0,850
6705,"685,000"," 5 Mariner Terr, Toronto ",43.6397355,-79.3904175,0,550
6706,"119,900"," 537 College St, Out of Area ",43.6554815,-79.4115006,0,2750
6707,"620,000"," 783 Bathurst St, Toronto ",43.6645795,-79.4106917,0,950
6708,"550,000"," 15 Zorra St, Toronto ",43.621354,-79.5210872,0,650
6709,"1,550,000","54 Berkinshaw Cres, Toronto ",43.74353,-79.34765,0,650
6710,"542,000"," 7 Concorde Pl, Toronto ",43.7306927,-79.3273194,0,1100
6711,"488,000"," 10 Mendelssohn St, Toronto ",43.7146362,-79.2815625,0,550
6712,"490,000"," 3300 Don Mills Rd, Toronto ",43.7917228,-79.3551999,0,750
6713,"528,000"," 159 Dundas St E, Toronto ",43.6568058,-79.3750924,0,1750
6714,"580,000"," 155 Dalhousie St, Toronto ",43.6576831,-79.3767618,0,650
6715,"361,000",,33.791638,-84.389488,0,1500
6716,"525,000"," 2 Ridelle Ave, Toronto ",43.7072889,-79.4272682,0,1750
6717,"365,000"," 2035 Sheppard Ave E, Toronto ",43.7754057,-79.3361782,0,850
6718,"757,000"," 385 The East Mall St, Toronto ",43.6441628,-79.5585515,0,550
6719,"365,500"," 5 Massey Sq, Toronto ",43.6961831,-79.2929566,0,550
6720,"475,000"," 15 Windermere Ave, Toronto ",43.6369251,-79.4690573,0,750
6721,"700,000"," 23 Lorraine Dr, Toronto ",43.7780172,-79.4166278,0,1750
6722,"832,000"," 65 East Liberty St, Toronto ",43.6383993,-79.4144482,0,650
6723,"575,000"," 150 Sudbury St, Toronto ",43.6415328,-79.4240715,0,550
6724,"573,000"," 5 Concorde Pl, Toronto ",43.7303213,-79.3272765,0,1300
6725,"390,000"," 181 Village Green Sq, Toronto ",43.779207,-79.2815194,0,2250
6726,"800,000"," 3 Concorde Pl, Toronto ",43.7279942,-79.3279847,0,850
6727,"660,000","13 Haverson Blvd, Toronto ",43.6870907,-79.4647853,0,550
6728,"588,000"," 7 Bishop Ave, Toronto ",43.7816907,-79.4143853,0,1300
6729,"805,000","496 Jane St, Toronto ",43.6612848,-79.4896371,0,750
6730,"942,000","7 Oxenden Cres, Toronto ",43.6552883,-79.5774982,0,1300
6731,"700,000","13 Watt Ave, Toronto ",43.6826871,-79.4677408,0,650
6732,"872,000","28 Eriksdale Rd, Toronto ",43.6355175,-79.5674778,0,550
6733,"810,000","1 Katrina Crct, Toronto ",43.7069298,-79.4997608,0,750
6734,"4,200,000","229 Glenrose Ave, Toronto ",43.6902831,-79.3780214,0,850
6735,"1,295,000"," 18 Lower Village Gate, Toronto ",43.6871687,-79.4150669,0,550
6736,"535,000"," 2 Anndale Dr, Toronto ",43.7603935,-79.4099069,0,650
6737,"744,900"," 12 York St, Toronto ",43.641522,-79.3820931,0,950
6738,"423,000"," 18 Rean Dr, Toronto ",43.7671234,-79.3831854,0,4250
6739,"299,000"," 5800 Sheppard Ave E, Toronto ",43.7959236,-79.2309335,0,1100
6740,"358,000"," 6 Rosebank Dr, Toronto ",43.7926645,-79.2372189,0,650
6741,"805,000"," 18 Hollywood Ave, Toronto ",43.7665535,-79.4110424,0,550
6742,"800,000","109 Hillingdon Ave, Toronto ",43.6818829,-79.3200944,0,1500
6743,"1,500,000","56 Little Blvd, Toronto ",43.6968642,-79.4600483,0,2250
6744,"625,000","86 Northfield Rd, Toronto ",43.7677888,-79.2110346,0,2250
6745,"750,000","110 Milford Haven Dr, Toronto ",43.7774571,-79.2188599,0,1300
6746,"370,000"," 3050 Ellesmere Rd, Toronto ",43.7859769,-79.197659,0,1300
6747,"1,005,000","54 Appledale Rd, Toronto ",43.6659166,-79.5494117,0,1300
6748,"320,000"," 101 Prudential Dr, Toronto ",43.7488932,-79.2665658,0,1100
6749,"885,000","25 Vickson Crt, Toronto ",43.6363872,-79.5543512,0,650
6750,"990,000","82 Cornelius Pkwy, Toronto ",43.7166749,-79.4750246,0,550
6751,"1,265,000","229 Ashworth Ave, Toronto ",43.6748977,-79.4216635,0,950
6752,"950,000","1234 Glencairn Ave, Toronto ",43.7050182,-79.4642565,0,550
6753,"575,800"," 5 Mariner Terr, Toronto ",43.6397355,-79.3904175,0,1100
6754,"565,000"," 60 Winston Park Blvd, Toronto ",43.7301779,-79.4655177,0,4250
6755,"645,000"," 150 Fairview Mall Dr, Toronto ",43.779901,-79.3452901,0,1500
6756,"725,000","66 Cornell Ave, Toronto ",43.688416,-79.2738339,0,1100
6757,"277,000"," 660 Eglinton Ave W, Toronto ",43.7026487,-79.4196134,0,750
6758,"1,455,000","84 Arlington Ave, Toronto ",43.6802289,-79.428774,0,2250
6759,"641,000","84 Huntington Ave, Toronto ",43.7324706,-79.2547949,0,1300
6760,"395,000"," 50 Town Centre Crt, Toronto ",43.773249,-79.2552731,0,650
6761,"549,000"," 260 Queens Quay Blvd W, Toronto ",43.6393203,-79.3857232,0,950
6762,"700,000"," 1818 Bayview Ave, Toronto ",43.7125854,-79.3777494,0,850
6763,"1,365,000","495 Clendenan Ave, Toronto ",43.6649541,-79.4730237,0,650
6764,"4,900,000","77 Hazelton Ave, Toronto ",43.6730941,-79.3936938,0,850
6765,"1,560,000"," 70 Shaftesbury Ave, Toronto ",43.6827226,-79.3887297,0,1300
6766,"865,000","38 Harbourview Cres, Toronto ",43.6211696,-79.4881201,0,850
6767,"523,000"," 65 Huntingdale Blvd, Toronto ",43.7951762,-79.3246269,0,850
6768,"695,000"," 15 Windermere Ave, Toronto ",43.6369251,-79.4690573,0,250
6769,"897,000","21 Stonedale Plwy, Toronto ",43.7515719,-79.3608232,0,900
6770,"1,125,000","4 Lotus Crt, Toronto ",43.7922926,-79.3648618,0,850
6771,"1,140,000","69 Southvale Dr, Toronto ",43.6998501,-79.3638727,0,4250
6772,"590,000"," 65 Scadding Ave, Toronto ",43.6489817,-79.3652157,0,950
6773,"815,000"," 70 Distillery Lane, Toronto ",43.6503953,-79.3581104,0,650
6774,"300,000"," 825 Kennedy Rd, Toronto ",43.7355519,-79.2686112,0,2750
6775,"655,000"," 1030 King St W, Toronto ",43.641579,-79.4159028,0,1500
6776,"915,000"," 35 Elsie Lane, Toronto ",43.6604735,-79.4513583,0,650
6777,"641,000"," 816 Lansdowne Ave, Toronto ",43.6656823,-79.4475781,0,550
6778,"1,650,000","57 Indian Rd, Toronto ",43.6411806,-79.4533252,0,3250
6779,"808,000"," 9 Foundry Ave, Toronto ",43.669026,-79.4484572,0,550
6780,"480,000"," 2183 Lake Shore Blvd W, Toronto ",43.6235341,-79.4800999,0,250
6781,"550,100"," 253 Merton St, Toronto ",43.6974417,-79.3888409,0,4250
6782,"1,358,000","162B Lansdowne Ave, Toronto ",43.6456311,-79.4389407,0,850
6783,"1,000,000","7 Casimir St, Toronto ",43.6522369,-79.4037654,0,550
6784,"329,900"," 3151 Bridletowne Cir, Toronto ",43.7976705,-79.3198853,0,1100
6785,"588,000"," 383 Sorauren Ave, Toronto ",43.6503765,-79.4449358,0,1750
6786,"650,225"," 225 Merton St, Toronto ",43.697379,-79.3897194,0,850
6787,"675,000"," 26 Laidlaw St, Toronto ",43.6411219,-79.4268511,0,1300
6788,"1,450,000","16 Bradgate Rd, Toronto ",43.7421622,-79.3558621,0,1100
6789,"1,915,000","21 Sunnydale Dr, Toronto ",43.6402074,-79.5041102,0,750
6790,"2,650,000","49 Woodlawn Ave E, Toronto ",43.6843215,-79.3894714,0,550
6791,"625,000","1207 Warden Ave, Toronto ",43.7484191,-79.2957062,0,1750
6792,"618,000","3360 Kingston Rd, Toronto ",43.7353604,-79.2212445,0,850
6793,"975,000","33 Mackinac Cres, Toronto ",43.7493995,-79.2453076,0,1100
6794,"858,000","59 Allen Ave, Toronto ",43.6634084,-79.3494235,0,550
6795,"610,000"," 21 Grand Magazine St, Toronto ",43.6364097,-79.4020034,0,1700
6796,"577,500"," 2240 Lakeshore Blvd W, Toronto ",43.6210637,-79.4833203,0,550
6797,"665,000"," 15 Legion Rd, Toronto ",43.6214794,-79.483972,0,1300
6798,"665,880","794 Jane St, Toronto ",43.6730991,-79.494632,0,250
6799,"490,000"," 51 Trolley Cres, Toronto ",43.6569834,-79.3553724,0,550
6800,"1,000,800"," 208 Queens Quay W, Toronto ",43.6399547,-79.382025,0,850
6801,"620,000"," 35 Bastion St, Toronto ",43.637225,-79.4036996,0,250
6802,"1,440,000","20 Winston Grve, Toronto ",43.6420985,-79.5045056,0,650
6803,"3,350,000","94 Elm Ave, Toronto ",43.6766077,-79.3731744,0,850
6804,"570,000"," 188 Redpath Ave, Toronto ",43.7099219,-79.3937773,0,650
6805,"1,050,000","578 Beresford Ave, Toronto ",43.66143,-79.482112,0,250
6806,"1,372,500","198 South Kingsway, Toronto ",43.6434092,-79.481821,0,1100
6807,"399,000"," 4725 Sheppard Ave E, Toronto ",43.7902009,-79.2541701,0,850
6808,"1,628,000","9 Bermuda Ave, Toronto ",43.6474335,-79.5056477,0,950
6809,"400,000"," 2901 Kipling Ave, Toronto ",43.7582614,-79.5884807,0,650
6810,"418,000"," 10 Markbrook Lane, Toronto ",43.7590096,-79.5885685,0,650
6811,"400,000"," 5 Rowntree Rd, Toronto ",43.7495489,-79.5807504,0,850
6812,"1,306,800","68 Ravina Cres, Toronto ",43.6786529,-79.3389014,0,1100
6813,"1,985,000","8 Laver Rd, Toronto ",43.6444678,-79.5848303,0,950
6814,"700,000","1839 Victoria Park Ave, Toronto ",43.7447453,-79.3106722,0,900
6815,"1,620,000","134 Cameron Ave, Toronto ",43.7561198,-79.4164299,0,850
6816,"621,000"," 15 Viking Lane, Toronto ",43.6389057,-79.5349871,0,1750
6817,"1,044,500"," 55 Regent Park Blvd, Toronto ",43.6594307,-79.361023,0,850
6818,"955,000"," 126 Simcoe St, Toronto ",43.6489727,-79.3872946,0,1100
6819,"2,000,000","255 Searle Ave, Toronto ",43.7560379,-79.4595601,0,950
6820,"1,400,000","153 High Park Ave, Toronto ",43.6589096,-79.4672031,0,1300
6821,"891,000","21 Elmont Dr, Toronto ",43.700294,-79.3031354,0,650
6822,"905,500","519 St John's Rd, Toronto ",43.661413,-79.4918344,0,850
6823,"830,000","33 Parker Ave, Toronto ",43.6260734,-79.5133348,0,1750
6824,"800,000","127 Carnival Crt, Toronto ",43.7875787,-79.4622081,0,2750
6825,"1,430,000","44 Lurgan Dr, Toronto ",43.7741681,-79.4318625,0,1100
6826,"1,040,000"," 111 St Clair Ave W, Toronto ",43.6867088,-79.3992577,0,1100
6827,"585,000"," 135 Antibes Dr, Toronto ",43.7802481,-79.4461791,0,850
6828,"2,700,000","146 Cottingham St, Toronto ",43.6799501,-79.3970214,0,550
6829,"1,185,000","113 Sparkhall Ave, Toronto ",43.6721926,-79.3500408,0,850
6830,"768,000"," 29 Queens Quay, Toronto ",43.6404103,-79.3771275,0,650
6831,"851,000"," 12 Sudbury St, Toronto ",43.6415228,-79.4182776,0,2250
6832,"915,000"," 5 St Joseph St, Toronto ",43.6657528,-79.3855792,0,1750
6833,"959,000"," 75 St Nicholas St, Toronto ",43.6676141,-79.3864589,0,850
6834,"510,000"," 121 Mcmahon Dr, Toronto ",43.7675118,-79.3708171,0,1700
6835,"294,900"," 100 Wingarden Crt, Toronto ",43.8113652,-79.2260385,0,650
6836,"1,690,000","340 Carlton St, Toronto ",43.665652,-79.3633417,0,1300
6837,"445,000"," 75 Blackwell Ave, Toronto ",43.8044824,-79.2205648,0,850
6838,"535,000"," 629 King St W, Toronto ",43.6439387,-79.4014775,0,850
6839,"935,000","55 Oasis Blvd, Toronto ",43.8290668,-79.2335286,0,900
6840,"667,500","43 Winstanly Cres, Toronto ",43.8006651,-79.208126,0,650
6841,"1,050,000"," 850 Richmond St W, Toronto ",43.6446995,-79.4119888,0,850
6842,"465,403"," 36 Lee Centre Dr, Toronto ",43.7816707,-79.2472126,0,1500
6843,"720,000"," 28 Hollywood Ave, Toronto ",43.7667512,-79.4103317,0,1500
6844,"370,000"," 840 Queen's Plate Dr, Toronto ",43.7203841,-79.6032718,0,850
6845,"370,000"," 840 Queens Plate Dr, Toronto ",43.7203841,-79.6032718,0,550
6846,"580,000"," 28 Pemberton Ave, Toronto ",43.7820905,-79.4132302,0,2750
6847,"3,530,000","119 Alfred Ave, Toronto ",43.7664747,-79.4033257,0,1750
6848,"646,000"," 50 Lynn Williams St, Toronto ",43.6395116,-79.4151842,0,650
6849,"585,000"," 275 Yorkland Rd, Toronto ",43.7747643,-79.3369183,0,1900
6850,"965,000","50 Hazelnut Cres, Toronto ",43.7765882,-79.3262973,0,650
6851,"624,000"," 1910 Lake Shore Blvd, Toronto ",43.636309,-79.4662576,0,1300
6852,"651,000","75 Golfdown Dr, Toronto ",43.7217009,-79.5562391,0,550
6853,"925,000","4 Runnymede Rd, Toronto ",43.6461722,-79.4745415,0,1700
6854,"1,070,000"," 1 Bloor St E, Toronto ",43.6697472,-79.3858871,0,750
6855,"462,900"," 555 Wilson Ave, Toronto ",43.7340905,-79.447438,0,250
6856,"1,988,000","188 Berkeley St, Toronto ",43.6568411,-79.3665324,0,1300
6857,"630,000"," 170 Sumach St, Toronto ",43.6602919,-79.3605766,0,650
6858,"1,300,000","3 Trenton Ave, Toronto ",43.6985177,-79.3176235,0,950
6859,"491,000"," 3531 Lake Shore Blvd W, Toronto ",43.5943758,-79.5327704,0,950
6860,"600,000"," 38 Grand Magazine St, Toronto ",43.6373335,-79.4029401,0,750
6861,"520,000"," 3845 Lake Shore Blvd W, Toronto ",43.5905729,-79.5443184,0,1300
6862,"1,175,000","57 Beaty Ave, Toronto ",43.6381884,-79.4403172,0,1300
6863,"2,275,000","80 Cheritan Ave, Toronto ",43.7224166,-79.4072393,0,1100
6864,"775,000"," 245 Davisville Ave, Toronto ",43.6999876,-79.3873291,0,850
6865,"1,685,000","81 Parkhurst Blvd, Toronto ",43.7093004,-79.3701544,0,1300
6866,"685,000"," 275 Broadview Ave, Toronto ",43.6637886,-79.3506495,0,650
6867,"662,500"," 3 Market St, Toronto ",43.6471668,-79.3712212,0,1300
6868,"725,000"," 230 King St E, Toronto ",43.6514726,-79.3681702,0,550
6869,"655,100"," 185 Roehampton Ave, Toronto ",43.7089649,-79.3929849,0,650
6870,"1,195,000"," 10 Bloorview Pl, Toronto ",43.7734963,-79.3589637,0,1300
6871,"602,000"," 4357 Bloor St W, Toronto ",43.6301186,-79.5783311,0,750
6872,"728,000"," 110 English Ivy Way, Toronto ",43.8067774,-79.3760998,0,950
6873,"925,000","64 Seneca Hill Dr, Toronto ",43.7886523,-79.3626939,0,1500
6874,"981,000","160 Lloyd Manor Rd, Toronto ",43.6707311,-79.5547902,0,1100
6875,"429,000"," 20 Joe Shuster Way, Toronto ",43.6402772,-79.4241261,0,650
6876,"2,200,000","67 Farningham Cres, Toronto ",43.6712326,-79.5525404,0,1100
6877,"920,000","44 High St, Toronto ",43.6328124,-79.48434,0,1700
6878,"747,000","5 Unser Gate, Toronto ",43.7462889,-79.5464675,0,750
6879,"396,000"," 121 Ling Rd, Toronto ",43.7683227,-79.1819232,0,550
6880,"468,000"," 1 Valhalla Inn Rd, Toronto ",43.6407442,-79.5596541,0,2250
6881,"822,500","9 Medonte Ave, Toronto ",43.7130244,-79.2963994,0,650
6882,"846,000","260 Westview Blvd, Toronto ",43.7148172,-79.3044122,0,750
6883,"415,000"," 5 Vicora Linkway Way, Toronto ",43.7116603,-79.324539,0,2124
6884,"751,000","28 Leahurst Dr, Toronto ",43.7180953,-79.2916883,0,650
6885,"1,950,000","79 Margueretta St, Toronto ",43.6526514,-79.4377204,0,1100
6886,"985,000","53 Muir Ave, Toronto ",43.6536301,-79.4356327,0,550
6887,"905,101","28 Clancy Dr, Toronto ",43.7873278,-79.359074,0,1100
6888,"2,080,000","69 Green Meadows Cir, Toronto ",43.7882015,-79.3652336,0,750
6889,"499,000"," 3 Market St, Toronto ",43.6471668,-79.3712212,0,1300
6890,"850,000","12 Mack Ave, Toronto ",43.7000177,-79.2747352,0,1300
6891,"657,000","66 Ponymill Dr, Toronto ",43.8202755,-79.2660692,0,650
6892,"551,500"," 7 Townsgate Dr, Vaughan ",43.7937029,-79.4441342,0,650
6893,"650,000"," 503 Beecroft Rd, Toronto ",43.7781667,-79.4176527,0,850
6894,"1,375,000","37 Kenilworth Ave, Toronto ",43.6670747,-79.3005809,0,850
6895,"1,655,000","22 Revcoe Dr, Toronto ",43.7865799,-79.4071516,0,650
6896,"1,150,000"," 110 Bloor St W, Toronto ",43.6694504,-79.3922208,0,1700
6897,"488,000"," 23 Lorraine Dr, Toronto ",43.7780172,-79.4166278,0,1100
6898,"1,731,000","104 Marion St, Toronto ",43.6416715,-79.4450434,0,750
6899,"1,280,000","66 Macdonell Ave, Toronto ",43.6422488,-79.4390059,0,1100
6900,"473,000"," 20 Joe Shuster Way, Toronto ",43.6402772,-79.4241261,0,1300
6901,"1,600,000","52 Stanley Terr, Toronto ",43.6427389,-79.4103508,0,1100
6902,"1,215,000","193 Pape Ave, Toronto ",43.6642931,-79.3385136,0,1100
6903,"900,000","41 Bexley Cres, Toronto ",43.6798899,-79.499846,0,1300
6904,"429,000"," 3559 Eglinton Ave, Toronto ",43.68558,-79.4917709,0,750
6905,"590,000","16 Burrard Rd, Toronto ",43.7124488,-79.5518925,0,2250
6906,"728,000","28 Earl Grey Rd, Toronto ",43.6758596,-79.3375533,0,750
6907,"814,900"," 825 Church St, Toronto ",43.6729415,-79.386777,0,750
6908,"505,000"," 15 Iceboat Terr, Toronto ",43.6405271,-79.397104,0,1300
6909,"1,145,000"," 21 Iceboat Terr, Toronto ",43.6405535,-79.3971263,0,3250
6910,"470,000"," 15 James Finlay Way, Toronto ",43.7261587,-79.479265,0,850
6911,"552,000"," 35 Mariner Terr, Toronto ",43.6396694,-79.3920888,0,1900
6912,"565,000"," 760 Sheppard Ave W, Toronto ",43.7538077,-79.4479957,0,650
6913,"490,000"," 1 Emerald Lane, Vaughan ",43.7940057,-79.4407547,0,1300
6914,"363,000"," 6 Rosebank Dr, Toronto ",43.7926645,-79.2372189,0,750
6915,"1,157,777","7 Cavell Ave, Toronto ",43.6760552,-79.3455311,0,1500
6916,"1,200,000","11 Bloomfield Ave, Toronto ",43.6720147,-79.3306979,0,1300
6917,"1,700,000","429 Broadway Ave, Toronto ",43.7141811,-79.3744281,0,1500
6918,"838,000"," 386 Yonge St, Toronto ",43.659127,-79.3835401,0,650
6919,"850,800","908 Greenwood Ave, Toronto ",43.6844371,-79.3338344,0,1300
6920,"450,000"," 75 Emmett Ave, Toronto ",43.6872013,-79.504757,0,1100
6921,"675,000"," 20 Guildwood Pkwy, Toronto ",43.7492247,-79.2046338,0,650
6922,"620,088","33 Rockvale Ave, Toronto ",43.6878612,-79.4408372,0,1300
6923,"830,000","23 Conway Ave, Toronto ",43.6822299,-79.4382458,0,1300
6924,"549,000"," 26 Norton Ave, Toronto ",43.7728318,-79.4129782,0,550
6925,"2,680,000","57 Fairlawn Ave, Toronto ",43.7303188,-79.4054857,0,2374
6926,"820,000"," 5460 Yonge St, Toronto ",43.777401,-79.4155725,0,750
6927,"465,000"," 366 Driftwood Ave, Toronto ",43.7667879,-79.512643,0,1100
6928,"990,000"," 10 Old York Mills Rd, Toronto ",43.7437135,-79.4047073,0,1100
6929,"740,000"," 15 Viking Lane, Toronto ",43.6389057,-79.5349871,0,1300
6930,"519,000"," 121 Centennial Rd, Toronto ",43.7786192,-79.1453848,0,1500
6931,"427,000"," 11753 Sheppard Ave, Toronto ",43.7991364,-79.1485917,0,2250
6932,"2,657,000","28 Columbine Ave, Toronto ",43.6715092,-79.3089905,0,650
6933,"800,615"," 377 Madison Ave, Toronto ",43.6770215,-79.4063849,0,1100
6934,"2,020,000","71 Melville Ave, Toronto ",43.6701395,-79.4240376,0,850
6935,"1,326,000","844 Shaw St, Toronto ",43.6651429,-79.4245752,0,1700
6936,"458,000"," 19 Singer Crt, Toronto ",43.7691102,-79.3697774,0,650
6937,"1,670,000","284 Hounslow Ave, Toronto ",43.7729035,-79.4276199,0,1100
6938,"1,550,000","138 Glenvale Blvd, Toronto ",43.7180922,-79.369545,0,850
6939,"787,000","857 Glencairn Ave, Toronto ",43.7085028,-79.4452704,0,550
6940,"535,000"," 66 Forest Manor Rd, Toronto ",43.7743252,-79.3460908,0,850
6941,"250,000"," 50 Lotherton Ptwy, Toronto ",43.7058446,-79.4669622,0,250
6942,"420,000"," 830 Lawrence Ave W, Toronto ",43.7149971,-79.4542277,0,750
6943,"1,050,000","22 Shallowford Crt, Toronto ",43.8258595,-79.2926171,0,950
6944,"594,888",,33.791638,-84.389488,0,1100
6945,"915,000"," 6 Windermere Ave, Toronto ",43.6367403,-79.4697756,0,2750
6946,"539,000"," 103 The Queensway Ave, Toronto ",43.6362926,-79.4704628,0,750
6947,"792,600","226 Chine Dr, Toronto ",43.7154142,-79.2465305,0,550
6948,"800,000"," 295 Adelaide St, Toronto ",43.6476273,-79.3904081,0,750
6949,"750,000"," 88 Davenport Rd, Toronto ",43.6732478,-79.3903587,0,1300
6950,"370,000"," 8 Park Rd, Toronto ",43.6713021,-79.3846911,0,1750
6951,"895,000","129 Warden Ave, Toronto ",43.6863863,-79.2701121,0,750
6952,"699,900"," 224 King St W, Toronto ",43.6475242,-79.3873347,0,1100
6953,"1,988,000","170 Highbourne Rd, Toronto ",43.7037963,-79.4072699,0,1300
6954,"470,000"," 165 Legion Rd, Toronto ",43.6243053,-79.488423,0,650
6955,"380,000"," 1 Massey Sq, Toronto ",43.6964446,-79.2941767,0,950
6956,"750,000","944 Dundas St E, Toronto ",43.6632202,-79.3487716,0,950
6957,"538,000"," 155 Legion Rd N, Toronto ",43.6237825,-79.488316,0,3250
6958,"1,195,000"," 1111 Avenue Rd, Toronto ",43.7082895,-79.4094163,0,1100
6959,"1,639,000","446 Castlefield Ave, Toronto ",43.7086516,-79.4156645,0,750
6960,"935,000"," 1135 Royal York Rd, Toronto ",43.660052,-79.5162182,0,1750
6961,"600,000","59 Bristol Ave, Toronto ",43.6713382,-79.4384568,0,1500
6962,"970,000","19 Valifor Pl, Toronto ",43.6768335,-79.3268046,0,1300
6963,"749,000","843 Sammon Ave, Toronto ",43.6908148,-79.3155967,0,650
6964,"510,000"," 319 Carlaw Ave, Toronto ",43.664344,-79.340971,0,750
6965,"1,110,000","262 Westwood Ave, Toronto ",43.6877451,-79.3437174,0,1750
6966,"741,500"," 275 Broadview Ave, Toronto ",43.6637886,-79.3506495,0,1300
6967,"1,395,000","280 Brookdale Ave, Toronto ",43.7282813,-79.4125552,0,1700
6968,"1,900,000","153 Brookdale Ave, Toronto ",43.72882,-79.4082718,0,750
6969,"930,000"," 455 Rosewell Ave, Toronto ",43.7209829,-79.4119666,0,650
6970,"965,000","9 Walding Gate, Toronto ",43.7860336,-79.1774527,0,650
6971,"844,000"," 770 Bay St, Toronto ",43.6601367,-79.3858692,0,850
6972,"1,038,500"," 400 Wellington St, Toronto ",43.6441146,-79.3959355,0,650
6973,"790,000","12 Battinger Gate, Toronto ",43.8273001,-79.2771242,0,650
6974,"799,900"," 80 Mill St, Toronto ",43.6513423,-79.3581736,0,1750
6975,"1,510,400","84 Earl Grey Rd, Toronto ",43.6773055,-79.3383115,0,2250
6976,"833,000"," 386 Yonge St, Toronto ",43.659127,-79.3835401,0,1750
6977,"730,500"," 45 Carlton St, Toronto ",43.6614153,-79.3806632,0,1750
6978,"462,000"," 1410 Dupont St, Toronto ",43.6670237,-79.4474107,0,550
6979,"710,000","55 Winter Gardens Tr, Toronto ",43.7832799,-79.1376167,0,650
6980,"740,000"," 71 Charles St E, Toronto ",43.6692119,-79.3821482,0,650
6981,"533,000"," 2495 Dundas St W, Toronto ",43.6602984,-79.4542649,0,550
6982,"571,888"," 55 Centre Ave, Toronto ",43.6545873,-79.3866557,0,1100
6983,"1,680,000","56 Garden Ave, Toronto ",43.6450349,-79.4421805,0,550
6984,"2,120,000","89 Constance St, Toronto ",43.6485321,-79.4555667,0,1300
6985,"560,000"," 600 Fleet St, Toronto ",43.6366681,-79.4004451,0,950
6986,"1,150,000"," 8 Charlotte St, Toronto ",43.6460936,-79.3939515,0,550
6987,"798,000","3 Lebos Rd, Toronto ",43.7997128,-79.3480738,0,550
6988,"683,000"," 3 Navy Wharf Crt, Toronto ",43.6402671,-79.3910061,0,950
6989,"988,000","89 Glen Agar Dr, Toronto ",43.6650222,-79.5568098,0,750
6990,"1,210,000"," 58 Dan Leckie Way, Toronto ",43.6384702,-79.3978127,0,250
6991,"527,500"," 2121 Lake Shore Blvd W, Toronto ",43.6274471,-79.4783741,0,1100
6992,"1,250,000","786 Shaw St, Toronto ",43.6637973,-79.423946,0,650
6993,"2,805,184","184 Cottingham St, Toronto ",43.6799552,-79.3997447,0,850
6994,"1,020,000","107 Edgecroft Rd, Toronto ",43.62803,-79.5141846,0,550
6995,"721,000","274 Jeffcoat Dr, Toronto ",43.7187906,-79.5903439,0,1300
6996,"540,000"," 431 Silverstone Dr, Toronto ",43.7428606,-79.6001328,0,650
6997,"412,500"," 10 Markbrook Lane, Toronto ",43.7590096,-79.5885685,0,1100
6998,"775,000"," 23 Brant St, Toronto ",43.6458814,-79.3967598,0,950
6999,"2,738,000","18 Walker Rd, Toronto ",43.753492,-79.4163514,0,900
7000,"561,888"," 399 Spring Garden Ave, Toronto ",43.7685737,-79.3895818,0,1500
7001,"559,000"," 455 Front St E, Toronto ",43.6523308,-79.3560136,0,2250
7002,"815,000","23 Fifth St, Toronto ",43.5971651,-79.5010242,0,1750
7003,"3,100,000","56 Playter Blvd, Toronto ",43.6801818,-79.3555229,0,550
7004,"552,000"," 872 Sheppard Ave W, Toronto ",43.7524064,-79.4546108,0,650
7005,"512,999"," 91 Townsgate Dr, Vaughan ",43.793594,-79.4422341,0,1750
7006,"1,261,000","4 Webb Ave, Toronto ",43.6592052,-79.4777161,0,650
7007,"1,231,000","288 Hounslow Ave, Toronto ",43.7727884,-79.4277738,0,1100
7008,"685,000"," 5500 Yonge St, Toronto ",43.7782639,-79.4154543,0,750
7009,"1,315,000","22 Otonabee Ave, Toronto ",43.7951033,-79.417681,0,950
7010,"335,000"," 5949 Yonge St, Toronto ",43.7876713,-79.4170992,0,650
7011,"660,000","70 Horseley Hill Dr, Toronto ",43.8082555,-79.2292446,0,1500
7012,"760,000","28 Carey Cres, Markham ",43.8218648,-79.3187856,0,850
7013,"849,000","7 Glacier Cres, Toronto ",43.838639,-79.2338149,0,850
7014,"626,650"," 812 Burnhamthorpe Rd, Toronto ",43.6396794,-79.5815659,0,2250
7015,"440,000"," 42 Pinery Tr, Toronto ",43.8071075,-79.2278275,0,550
7016,"690,000","123 Lord Roberts Dr, Toronto ",43.7395935,-79.2652445,0,550
7017,"682,500"," 390 Cherry St, Toronto ",43.6505536,-79.3573819,0,1500
7018,"1,975,000","27 Bracken Ave, Toronto ",43.6782074,-79.2841785,0,950
7019,"1,533,000","14 Fernwood Park Ave, Toronto ",43.6701509,-79.2883216,0,550
7020,"766,000","312 Kipling Ave, Toronto ",43.5992306,-79.5176394,0,650
7021,"675,000"," 66 Forest Manor Rd S, Toronto ",43.7743252,-79.3460908,0,1300
7022,"1,375,000","332 Manning Ave, Toronto ",43.6547567,-79.4125827,0,1750
7023,"470,000"," 3845 Lake Shore Blvd W, Toronto ",43.5905729,-79.5443184,0,1300
7024,"403,000"," 840 Queens Plate Dr, Toronto ",43.7203841,-79.6032718,0,3250
7025,"775,000","4 Malvern Ave, Toronto ",43.6805188,-79.2929785,0,2250
7026,"1,805,000","8 Balding Crt, Toronto ",43.7533339,-79.3947762,0,950
